plnr,studieprogram,campus,år,termin
88079,MSFH,Bergen,2022,Høst
88148,MADL,Førde,2021,Høst
88164,PSBU,Førde,2023,Høst
88211,GEFA,Sogndal,2024,Høst
88252,VRA,Bergen,2024,Høst
88623,KFB-DKB,Stord,2024,Høst
88738,MASKA,Bergen,2024,Høst
88739,PPUALMD,Stord,2024,Høst
88798,BSYK,Stord,2023,Høst
88860,KFK-ENU1-N,Bergen,2024,Høst
89174,MPUV,Bergen,2022,Vår
89592,KK-SPESB,Sogndal,2024,Høst
89743,MSFH,Bergen,2021,Høst
89858,MAPHER,Bergen,2024,Høst
90052,PHD,Stord,2018,Høst
90107,MASKA,Førde,2024,Høst
90108,MKUF,Bergen,2024,Høst
90131,HMA,Bergen,2024,Høst
90131,MPUV,Bergen,2024,Vår
90131,MSFH,Haugesund,2023,Høst
90136,EVUEFLKI,Bergen,2023,Høst
90167,EVUEFLKI,Bergen,2024,Høst
90418,MADL,Førde,2023,Høst
90421,MKUF,Bergen,2022,Høst
90446,ØKOB,Sogndal,2021,Høst
90747,HISBN,Sogndal,2024,Høst
91547,PPUALMD,Stord,2023,Høst
91702,MSFH,Bergen,2023,Høst
91788,MSFH,Bergen,2023,Høst
91974,VTPHR,Bergen,2024,Høst
91982,KOM,Bergen,2022,Høst
92039,MSFH,Bergen,2021,Høst
92154,MA-KSH,Bergen,2022,Høst
92194,MA-KSH,Bergen,2022,Høst
92223,EVUFØS,Haugesund,2024,Høst
92245,MDIP,Bergen,2023,Vår
92253,VTPHR,Førde,2024,Høst
92282,BSYKDES,Bergen,2023,Høst
92303,KK-SPESB,Sogndal,2024,Høst
92398,MPUV,Bergen,2022,Vår
92418,KFK-VEIL,Bergen,2024,Høst
92531,MA-KBP4,Bergen,2021,Høst
92585,MSFH,Førde,2022,Høst
92615,EVUFLKI,Bergen,2024,Høst
92734,MASP,Bergen,2023,Høst
92829,MDIP,Bergen,2022,Vår
92855,VRA,Bergen,2023,Høst
93001,KFK-NOU2-N,Bergen,2024,Høst
93056,KFK-MAU1-N,Bergen,2024,Høst
93176,MA-KBP4,Bergen,2021,Høst
93202,HMA,Bergen,2024,Høst
93221,HSPED,Stord,2024,Høst
93221,PHDINN,Bergen,2022,Høst
93271,MAPHER,Bergen,2025,Høst
93412,ØKBD,Haugesund,2024,Høst
93539,ETK,Bergen,2024,Høst
93638,GLU5-10P,Bergen,2021,Høst
93792,MAHEL,Bergen,2024,Høst
93897,BVPLD,Haugesund,2021,Høst
94091,MKUF,Bergen,2022,Høst
94176,EVUEFLKI,Bergen,2024,Høst
94698,MADL,Haugesund,2023,Høst
95013,BSYK,Førde,2022,Høst
95082,MADL,Bergen,2022,Høst
95165,EVUFHS,Bergen,2024,Høst
95209,PHD,Sogndal,2020,Høst
95242,KFK-UTE,Bergen,2024,Høst
95251,KFK-GLSM,Stord,2023,Høst
95356,VRA,Bergen,2024,Høst
95399,HSPED,Stord,2024,Høst
95700,V-THO,Bergen,2024,Høst
96051,MDIP,Bergen,2024,Vår
96280,MDIP,Bergen,2022,Vår
96512,VRA,Bergen,2024,Høst
96539,MADL,Haugesund,2023,Høst
96861,REALNS,Haugesund,2024,Høst
96879,VRA,Bergen,2023,Høst
96910,MA-KSD,Bergen,2022,Høst
96941,MPUV,Bergen,2022,Vår
97188,EVUEFLKI,Bergen,2024,Høst
97191,EVUEFØS,Haugesund,2024,Høst
97280,ADDISCO,Bergen,2024,Høst
97302,KFK-PFS,Bergen,2024,Høst
97316,MPUV,Bergen,2023,Vår
97683,MPUV,Bergen,2023,Vår
97692,PSBU,Førde,2023,Høst
97832,PHDE,Bergen,2024,Høst
98062,MASP,Bergen,2023,Høst
98069,MARA,Bergen,2023,Høst
98132,MASP,Bergen,2024,Høst
98320,MBAKS,Bergen,2023,Høst
98405,MA-PHA,Bergen,2023,Høst
98723,MSFH,Bergen,2020,Høst
98793,KFK-SPB2,Bergen,2024,Høst
98934,VRA,Bergen,2023,Høst
98953,YFL1,Bergen,2024,Høst
99078,MA-KSK,Bergen,2024,Høst
99163,MA-KSH,Bergen,2022,Høst
99172,HSPED,Stord,2022,Høst
99172,PHDE,Bergen,2024,Høst
99192,MA-KSH,Bergen,2021,Høst
99207,EVUEFØS,Haugesund,2024,Høst
99244,EVUFLKI,Stord,2024,Høst
99421,MASOD,Bergen,2024,Høst
99456,MSFH,Førde,2020,Høst
99483,KK-NATB-1,Bergen,2024,Høst
99594,PSBU,Førde,2023,Høst
99604,ØKB,Haugesund,2024,Høst
99717,MPUV,Bergen,2022,Vår
99728,VHYD,Bergen,2024,Høst
100121,KFK-ENB1-N,Bergen,2024,Høst
100268,VSFO,Stord,2024,Høst
100388,EVUEFLKI,Bergen,2024,Høst
100388,MKUF,Stord,2024,Høst
100762,MASOD,Bergen,2024,Høst
100769,EVUEFLKI,Bergen,2024,Høst
100809,BVPLD,Haugesund,2023,Høst
100834,HSPED,Stord,2022,Høst
100872,MASOD,Bergen,2024,Høst
100948,MPUV,Bergen,2023,Vår
100969,BVPLD,Sogndal,2023,Høst
101029,MGUST,Stord,2020,Høst
101185,KK-ENGB-1,Bergen,2024,Høst
101217,MARA,Bergen,2023,Høst
101251,ØKB,Haugesund,2023,Høst
101274,MASKS,Bergen,2021,Høst
101293,MMO,Haugesund,2023,Høst
101379,PPUYRKD,Stord,2023,Høst
101459,MASKS,Bergen,2023,Høst
101530,MADL,Førde,2023,Høst
101676,BSYKDES,Bergen,2023,Høst
101811,VFALH,Sogndal,2024,Høst
101817,MKUF,Bergen,2024,Høst
101881,PSBU,Haugesund,2024,Høst
101987,KFK-UTE,Bergen,2024,Høst
102057,PPUYRKD,Bergen,2024,Høst
102175,MADL,Haugesund,2021,Høst
102256,VFALH,Sogndal,2024,Høst
102357,EVUEFØS,Haugesund,2024,Høst
102357,NAB-EMNER,Haugesund,2024,Høst
102404,VSKS,Bergen,2023,Høst
102431,MASP,Bergen,2024,Høst
102544,MPUV,Bergen,2023,Vår
102608,EVUFLKI,Bergen,2024,Høst
102654,MADL,Bergen,2022,Høst
102719,MPUV,Bergen,2023,Vår
102747,ENKELTEMNE,Bergen,2024,Høst
102755,MDIP,Bergen,2021,Vår
102921,HSPED,Stord,2024,Høst
103012,KK-ANDR,Bergen,2024,Høst
103062,PPUALMD,Stord,2023,Høst
103073,PPUYRKD,Bergen,2024,Høst
103143,KFK-NOU2-N,Bergen,2024,Høst
103171,HSPED,Stord,2024,Høst
103171,PHDH,Bergen,2020,Vår
103200,INF,Bergen,2024,Høst
103212,ØKAD-EMNER,Haugesund,2024,Høst
103255,BSYK,Haugesund,2024,Høst
103322,MARE,Bergen,2024,Høst
103401,MBAKS,Bergen,2024,Høst
103405,B-KVL,Bergen,2024,Høst
103426,PHDE,Bergen,2023,Høst
103523,MADL,Haugesund,2021,Høst
103777,DATA,Bergen,2022,Høst
103778,MDIP,Bergen,2022,Vår
103825,VFHAM,Bergen,2024,Høst
103885,EVUFHS,Førde,2024,Høst
103891,MADL,Bergen,2024,Høst
103940,O-VBB,Bergen,2024,Høst
104049,KFK-NOU2-N,Bergen,2024,Høst
104109,PSBU,Haugesund,2024,Høst
104155,MADL,Bergen,2020,Høst
104158,PHDINN,Bergen,2022,Høst
104160,KFK-NOB1-N,Bergen,2024,Høst
104242,HSPED,Stord,2022,Høst
104242,PHDE,Bergen,2024,Høst
104242,PHDH,Bergen,2023,Høst
104244,PPUYRKD,Bergen,2024,Høst
104268,MADL,Førde,2023,Høst
104348,BSYKD,Stord,2024,Høst
104405,MSFH,Haugesund,2022,Høst
104472,MSFH,Bergen,2021,Høst
104599,RUTDLEI,Sogndal,2023,Høst
104643,BBLD,Bergen,2021,Høst
104718,MPUV,Bergen,2022,Vår
104738,PSBU,Stord,2023,Høst
104823,MDIP,Bergen,2023,Vår
104823,PHD,Stord,2024,Høst
104823,PHDE,Bergen,2024,Høst
104881,KK-ANDR,Bergen,2024,Høst
104888,VTPHR,Førde,2024,Høst
105180,MDIP,Bergen,2024,Vår
105236,ENKELTEMNE,Bergen,2024,Høst
105250,VSKS,Bergen,2023,Høst
105354,MSFH,Bergen,2022,Høst
105379,BSYK,Haugesund,2024,Høst
105503,HSPED,Stord,2024,Høst
105524,KFK-MAB1-N,Bergen,2024,Høst
105613,KFK-SPB2,Bergen,2024,Høst
105684,HVF,Bergen,2024,Høst
105684,VRA,Bergen,2024,Høst
105710,ENGN,Sogndal,2024,Høst
106114,MA-KSA,Bergen,2020,Høst
106405,BSOSN,Sogndal,2024,Høst
106586,MA-KSH,Bergen,2022,Høst
106678,PPUYRKD,Stord,2024,Høst
106713,MKUF,Bergen,2024,Høst
106733,EVUFØS,Haugesund,2024,Høst
106793,BVPLD,Haugesund,2023,Høst
106916,BSYK,Bergen,2024,Høst
107048,MA-JOR,Bergen,2023,Høst
107182,BBLD,Bergen,2024,Høst
107201,MPUV,Bergen,2023,Vår
107250,VTPHR,Bergen,2024,Høst
107362,MAHEL,Bergen,2024,Høst
107464,MDIP,Bergen,2021,Vår
107606,VFALH,Sogndal,2024,Høst
107681,MASKA,Førde,2021,Høst
107730,RUSPA,Sogndal,2021,Høst
107766,KFK-VEIL,Bergen,2024,Høst
107773,V-UVN,Bergen,2024,Høst
107855,MA-PHA,Bergen,2022,Høst
107880,VFALH,Sogndal,2024,Høst
107908,EVUEFØS,Haugesund,2024,Høst
108007,MASP,Førde,2024,Høst
108038,VSKS,Bergen,2023,Høst
108059,MADL,Bergen,2020,Høst
108263,PHDH,Bergen,2023,Høst
108622,B-KVL,Bergen,2024,Høst
108751,EVUEFLKI,Bergen,2024,Høst
108827,BSYKDES,Bergen,2021,Høst
108868,MARA,Bergen,2021,Høst
108887,FFRA,Bergen,2024,Høst
109067,KFK-NOB1-N,Bergen,2024,Høst
109239,BVPLD,Sogndal,2024,Høst
109250,MSFH,Førde,2021,Høst
109268,EVUEFØS,Haugesund,2024,Høst
109297,VSKS,Bergen,2021,Høst
109357,PHD,Stord,2019,Høst
109411,HSPED,Stord,2024,Høst
109452,FFRA,Bergen,2024,Høst
109759,MDIP,Bergen,2024,Vår
109794,ABLU,Haugesund,2023,Høst
109794,KK-BSS,Bergen,2024,Høst
109860,MADL,Bergen,2024,Høst
109903,MASKS,Bergen,2023,Høst
109926,MA-PHA,Bergen,2023,Høst
109949,BVPL,Bergen,2022,Høst
109994,MA-KSA,Førde,2022,Høst
110004,VFHAM,Bergen,2024,Høst
110094,MADL,Førde,2021,Høst
110097,MA-KBP4,Bergen,2023,Høst
110126,MARA,Bergen,2022,Høst
110333,PSBU,Førde,2023,Høst
110485,INF-F,Førde,2021,Høst
110760,RUSPA,Sogndal,2023,Høst
110809,MARA,Bergen,2022,Høst
110814,KFK-MAU1-N,Bergen,2024,Høst
110814,KFK-NOU1-N,Bergen,2024,Høst
111021,MPUV,Bergen,2022,Vår
111040,PHDH,Sogndal,2020,Vår
111062,RUSPA,Sogndal,2023,Høst
111501,MASO,Bergen,2023,Høst
112175,MPUV,Bergen,2024,Vår
112222,KFK-ENU1-N,Bergen,2024,Høst
112317,KFK-ENU1-N,Bergen,2024,Høst
112849,MDIP,Bergen,2022,Vår
113077,VSKS,Bergen,2023,Høst
113163,BVPL,Sogndal,2023,Høst
113452,MA-KSH,Bergen,2022,Høst
114020,MADL,Førde,2021,Høst
114121,KFK-NOB1-N,Bergen,2024,Høst
114220,MASKA,Bergen,2023,Høst
114614,MAPHER,Bergen,2024,Høst
114735,MADL,Førde,2023,Høst
114842,MSFH,Bergen,2021,Høst
115055,EVUFØS,Haugesund,2024,Høst
115392,MASPEL,Stord,2020,Høst
115398,PPUYRKD,Bergen,2024,Høst
115467,KK-ENGB-1,Bergen,2024,Høst
115470,ENKELTEMNE,Bergen,2024,Høst
115721,EVUFHS,Stord,2024,Høst
115847,PPUYRKD,Bergen,2024,Høst
115984,FFRA,Bergen,2024,Vår
115988,VSKS,Bergen,2023,Høst
116035,PHDH,Bergen,2023,Vår
116087,PSBU,Stord,2024,Høst
116182,MAJOR,Bergen,2024,Høst
116596,MADL,Førde,2021,Høst
116795,MPUV,Bergen,2023,Vår
116951,MPPU,Stord,2023,Høst
116982,MASP,Bergen,2023,Høst
116998,VRA,Bergen,2024,Høst
117013,MARA,Bergen,2023,Høst
117387,VTPHR,Førde,2024,Høst
117901,PSBU,Haugesund,2024,Høst
117945,MA-INND,Bergen,2020,Høst
117971,EVUMFLKI,Bergen,2024,Høst
118083,MBAKD,Bergen,2020,Høst
118136,MADL,Haugesund,2023,Høst
118612,KFK-SPB2,Bergen,2024,Høst
118887,MADL,Bergen,2022,Høst
118961,PHDE,Bergen,2024,Høst
118961,PHDH,Bergen,2024,Høst
118971,MDIP,Bergen,2023,Vår
119023,EVUFLKI,Stord,2024,Høst
119152,HSPED,Stord,2024,Høst
119162,BSYKDES,Bergen,2023,Høst
119335,MA-FYS,Bergen,2024,Høst
119368,DYKLED,Bergen,2024,Høst
119480,HSPED,Stord,2024,Høst
119523,FFRA,Bergen,2024,Vår
119523,VRA,Bergen,2024,Høst
119554,BBLD,Bergen,2024,Høst
119568,MASP,Haugesund,2023,Høst
119587,HMA,Bergen,2024,Høst
119746,KFK-VEIL,Bergen,2024,Høst
119749,HSPED,Stord,2023,Høst
119773,FFRA,Bergen,2024,Vår
119951,VTPHR,Bergen,2024,Høst
120046,MADL,Bergen,2022,Høst
120287,MASO,Bergen,2023,Høst
120441,MA-KBP4,Bergen,2023,Høst
120709,MA-JOR,Bergen,2023,Høst
120822,VRA,Bergen,2024,Høst
121048,KFK-ENB1-N,Bergen,2024,Høst
121170,MDIP,Bergen,2023,Vår
121217,V-COA,Bergen,2024,Høst
121258,KFK-ENU2-N,Bergen,2024,Høst
121316,MDIP,Bergen,2022,Vår
121350,ENKELTEMNE,Bergen,2024,Høst
121620,KK-MAHE1,Bergen,2024,Høst
121636,MA-KSI,Bergen,2021,Høst
121647,V-UVNN,Bergen,2024,Høst
121660,MARA,Bergen,2021,Høst
121699,DPU-MA,Bergen,2022,Høst
121798,VTPHR,Haugesund,2024,Høst
121801,KFK-SPB2,Bergen,2024,Høst
121803,BVPLD,Sogndal,2023,Høst
121816,MASKA,Stord,2022,Høst
121903,EIMB,Sogndal,2023,Høst
121944,MSFH,Førde,2023,Høst
122144,KFK-ENB1-N,Bergen,2024,Høst
122165,HSPED,Stord,2023,Høst
122187,MADL,Førde,2021,Høst
122267,KFK-SPB2,Bergen,2024,Høst
122293,MPUV,Bergen,2024,Vår
122308,MAHEL,Bergen,2023,Høst
122331,B-KVL,Bergen,2024,Høst
122541,MADL,Bergen,2022,Høst
122569,EVUEFLKI,Bergen,2024,Høst
122704,MAJOR,Bergen,2024,Høst
122775,MASOD,Bergen,2024,Høst
122916,MADL,Haugesund,2021,Høst
123005,KFK-ENB1-N,Bergen,2024,Høst
123007,KK-MAHE1,Bergen,2024,Høst
123108,EVUFLKI,Stord,2024,Høst
123108,PHD,Stord,2019,Vår
123155,MSFH,Bergen,2020,Høst
123180,MGBBE,Bergen,2024,Høst
123368,VSKS,Bergen,2023,Høst
123543,PPUYRKD,Stord,2023,Høst
123607,BBLD,Sogndal,2023,Høst
123671,ØKBD,Haugesund,2022,Høst
123734,HSPED,Stord,2023,Høst
123877,BYGGF,Førde,2021,Høst
123915,FFRA,Bergen,2024,Vår
123928,BSYK,Stord,2023,Høst
123979,MPUV,Bergen,2023,Vår
124026,KFK-NTS,Bergen,2024,Høst
124141,MSFH,Bergen,2024,Høst
124361,PHD,Bergen,2020,Vår
124378,MASOD,Bergen,2024,Høst
124392,MADL,Haugesund,2023,Høst
124452,MAHEL,Bergen,2024,Høst
124471,PHD,Bergen,2022,Høst
124665,SÅR,Haugesund,2024,Høst
124736,MADL,Førde,2021,Høst
124849,RUTDLEI,Sogndal,2023,Høst
124910,MADL,Haugesund,2021,Høst
124949,KFK-ENB1-N,Bergen,2024,Høst
124959,BSYKDES,Bergen,2023,Høst
124961,MADL,Bergen,2024,Høst
125230,PSBU,Førde,2023,Høst
125277,PSBU,Førde,2023,Høst
125329,MASKS,Bergen,2023,Høst
125346,MSFH,Førde,2020,Høst
125397,MA-PHA,Bergen,2023,Høst
125532,FFRA,Bergen,2024,Vår
125535,MADL,Førde,2023,Høst
125540,KFK-ENB1-N,Bergen,2024,Høst
125658,MASKA,Stord,2022,Høst
126047,MIL-MA,Bergen,2024,Høst
126144,HMA,Bergen,2024,Vår
126144,MSFH,Bergen,2023,Høst
126245,VTPHR,Førde,2024,Høst
126350,KFK-VEIL,Bergen,2024,Høst
126357,MGUBE,Bergen,2018,Høst
126411,MAPHER,Bergen,2024,Høst
126510,PSBU,Stord,2024,Høst
126592,BVPL,Bergen,2024,Høst
126608,KFK-NOB1-N,Bergen,2024,Høst
126710,MGBBE,Bergen,2021,Høst
126710,MGFOR,Bergen,2024,Vår
126812,MA-JOR,Bergen,2023,Høst
127283,HSPED,Stord,2024,Høst
127338,MDIP,Bergen,2021,Vår
127432,MUS60,Stord,2024,Høst
127447,EVUEFLKI,Bergen,2024,Høst
127459,HSPED,Stord,2024,Høst
127480,KFK-SPB2,Bergen,2024,Høst
127504,MADL,Bergen,2022,Høst
127555,BVPLD,Sogndal,2024,Høst
127625,KFK-NOB1-N,Bergen,2024,Høst
127887,VRA,Bergen,2024,Høst
127973,MPUV,Bergen,2021,Vår
128002,MARA,Bergen,2022,Høst
128075,MARA,Bergen,2024,Høst
128401,EVUEFØS,Haugesund,2024,Høst
128441,MASP,Haugesund,2023,Høst
128554,KFK-MAB1-N,Bergen,2024,Høst
128782,EVUMFLKI,Bergen,2024,Høst
128835,KK-BSS,Bergen,2024,Høst
128846,ABLU,Haugesund,2023,Høst
129099,MPUV,Bergen,2021,Vår
129142,HSPED,Stord,2024,Høst
129159,MSFH,Haugesund,2020,Høst
129237,VSKS,Bergen,2023,Høst
129363,BSYKD,Stord,2024,Høst
129399,RUTDLEI,Bergen,2024,Høst
129496,EVUMFLKI,Bergen,2024,Høst
129577,DATA,Bergen,2024,Høst
129602,HSPED,Stord,2024,Høst
129664,MADL,Haugesund,2023,Høst
129756,O-VBB,Bergen,2024,Høst
129860,MADL,Bergen,2024,Høst
130081,MSFH,Førde,2024,Høst
130131,BVPLD,Haugesund,2023,Høst
130485,EVUFLKI,Bergen,2024,Høst
130521,MASOD,Bergen,2024,Høst
130521,MSFH,Bergen,2024,Høst
130690,VRA,Bergen,2023,Høst
130753,MADL,Haugesund,2021,Høst
131455,MPUV,Bergen,2024,Vår
131623,BVPL,Bergen,2024,Høst
131679,MADL,Haugesund,2023,Høst
131719,MA-KSD,Bergen,2022,Høst
131994,ØKOB,Sogndal,2024,Høst
132127,ØKBD,Haugesund,2018,Høst
132146,VRA,Bergen,2023,Høst
132255,PHD,Sogndal,2024,Høst
132255,PHDE,Bergen,2024,Høst
132339,MADL,Bergen,2022,Høst
132347,MPPU,Stord,2023,Høst
132385,MASKA,Bergen,2023,Høst
132624,BSYKDES,Bergen,2023,Høst
133052,MADL,Bergen,2024,Høst
133111,KFK-ENU2-N,Bergen,2024,Høst
133366,BBLD,Sogndal,2023,Høst
133369,MAHEL,Bergen,2024,Høst
133511,BBLD,Bergen,2021,Høst
133565,VRA,Bergen,2023,Høst
133851,KFK-UTE,Bergen,2024,Høst
134165,EVUMFLKI,Bergen,2024,Høst
134189,MSFH,Førde,2023,Høst
134315,MASP,Bergen,2024,Høst
134358,VTPHR,Haugesund,2024,Høst
134701,MADL,Førde,2021,Høst
135600,PSBU,Førde,2023,Høst
135647,VRA,Bergen,2023,Høst
135764,ØKOB,Sogndal,2023,Høst
135995,EVUFHS,Stord,2024,Høst
136008,PPUYRKD,Stord,2023,Høst
136081,MSB,Haugesund,2024,Høst
136165,MDIP,Bergen,2021,Vår
136903,MSB,Sogndal,2023,Høst
136979,EMASF,Sogndal,2024,Høst
137136,MPUV,Bergen,2024,Vår
137250,MBAKS,Bergen,2022,Høst
137293,EVUEFØS,Haugesund,2024,Høst
137293,ØKBD,Haugesund,2019,Høst
137310,MARA,Bergen,2023,Høst
137419,EVUFHS,Bergen,2024,Høst
137419,VFHAM,Bergen,2024,Høst
137718,ENGN,Sogndal,2024,Høst
137901,ENKELTEMNE,Bergen,2024,Høst
137999,PHD,Bergen,2015,Høst
138149,HSPED,Stord,2024,Høst
138149,PHDCS,Haugesund,2020,Høst
138352,YFL1,Bergen,2024,Høst
138361,MARA,Bergen,2024,Høst
138406,EVUEFLKI,Bergen,2024,Høst
138420,PSBU,Haugesund,2024,Høst
138625,INF,Bergen,2024,Høst
138631,EVUFHS,Haugesund,2024,Høst
138797,MPUV,Bergen,2024,Vår
138843,PPUALMD,Stord,2024,Høst
138853,MSFH,Bergen,2023,Høst
138924,MADL,Bergen,2022,Høst
138959,MADL,Førde,2021,Høst
138959,MBAKS,Bergen,2023,Høst
139144,EIE-MA,Bergen,2024,Høst
139148,MPUV,Bergen,2024,Vår
139238,YFL1,Bergen,2024,Høst
139324,MPUV,Bergen,2023,Vår
139561,RUTDLEI,Sogndal,2023,Høst
139793,SÅR,Haugesund,2024,Høst
140011,MSFH,Bergen,2022,Høst
140034,MGBBE,Bergen,2018,Høst
140045,KFK-NOB1-N,Bergen,2024,Høst
140189,FFRA,Bergen,2024,Vår
140194,KK-SPESB,Sogndal,2024,Høst
140198,ENKELTEMNE,Bergen,2024,Høst
140285,EMNE,Bergen,2024,Høst
140295,BSYKD,Førde,2024,Høst
140403,KK-BSS,Bergen,2024,Høst
140471,BYGG,Bergen,2024,Høst
140474,MPUV,Bergen,2024,Vår
140594,MADL,Haugesund,2023,Høst
140622,ENKELTEMNE,Bergen,2024,Høst
140718,MASKA,Stord,2021,Høst
140736,MA-PHA,Bergen,2023,Høst
140786,MASKA,Bergen,2024,Høst
140846,VTPHR,Haugesund,2024,Høst
141082,HSPED,Stord,2022,Høst
141274,MASP,Bergen,2023,Høst
141277,MSFH,Bergen,2024,Høst
141371,MSFH,Bergen,2024,Høst
141383,ØKB,Haugesund,2023,Høst
141401,PSBU,Haugesund,2024,Høst
141567,MA-FYS,Bergen,2022,Høst
141759,MASOD,Bergen,2024,Høst
141893,YFL1,Bergen,2024,Høst
141904,MDIP,Bergen,2023,Vår
141967,MASKS,Bergen,2023,Høst
141978,ABLU,Haugesund,2023,Høst
142068,MASPEL,Stord,2021,Høst
142184,MADL,Bergen,2024,Høst
142203,KFK-VEIL,Bergen,2024,Høst
142332,MBAKS,Bergen,2024,Høst
142399,MKUF,Bergen,2024,Høst
142428,MSFH,Førde,2022,Høst
142499,KK-MAHE1,Bergen,2024,Høst
142524,KFB-DKB,Stord,2024,Høst
142640,VFALH,Sogndal,2024,Høst
142695,ENKELTEMNE,Bergen,2024,Høst
142695,PHDINN,Bergen,2022,Høst
142780,MASKA,Bergen,2023,Høst
142856,MSFH,Bergen,2021,Høst
142869,HSPED,Stord,2023,Høst
142869,PHD,Bergen,2020,Høst
142915,KFK-SPB2,Bergen,2024,Høst
143024,MARA,Bergen,2022,Høst
143089,DRAMAT,Bergen,2024,Høst
143170,MSFH,Bergen,2021,Høst
143173,MDIP,Bergen,2023,Vår
143179,PHDINN,Bergen,2020,Høst
143194,EVUMFLKI,Stord,2024,Høst
143217,V-UVNN,Bergen,2024,Høst
143332,O-VBB,Bergen,2024,Høst
143360,MAHEL,Bergen,2023,Høst
143367,BSAB,Bergen,2022,Høst
143419,MASKA,Stord,2022,Høst
143424,MASP,Bergen,2024,Høst
143463,PPUYRKD,Bergen,2023,Høst
143546,KFK-VEIL,Bergen,2024,Høst
143548,MAJOR,Bergen,2024,Høst
143666,VSKS,Bergen,2023,Høst
143788,MPUV,Bergen,2021,Vår
143871,KFK-VEIL,Bergen,2024,Høst
143888,MADL,Bergen,2022,Høst
143952,EVUFHS,Bergen,2024,Høst
144147,MADL,Bergen,2024,Høst
144292,MASOD,Bergen,2024,Høst
144313,V-UVN,Bergen,2024,Høst
144375,MA-FYS,Bergen,2024,Høst
144403,MA-PHA,Bergen,2023,Høst
144438,BSYKDES,Haugesund,2021,Høst
144570,MA-KSI,Haugesund,2021,Høst
144574,MADL,Bergen,2024,Høst
144689,ØKOB,Sogndal,2022,Høst
144740,HSPED,Stord,2024,Høst
144811,EMNE,Bergen,2024,Høst
144821,MA-FYS,Bergen,2024,Høst
144824,MKUF,Bergen,2024,Høst
144847,BSYKDES,Bergen,2021,Høst
144972,O15LEL,Bergen,2024,Høst
145038,AUTB,Bergen,2023,Høst
145045,KFK-NOU1-N,Bergen,2024,Høst
145240,O-VBB,Bergen,2024,Høst
145321,MSFH,Bergen,2022,Høst
145374,MBAKS,Bergen,2024,Høst
145664,KFK-NOB1-N,Bergen,2024,Høst
145817,MASPEL,Stord,2019,Høst
145952,HISBN,Sogndal,2024,Høst
146148,PPUYRKD,Stord,2023,Høst
146151,MASOD,Bergen,2024,Høst
146309,HSPED,Stord,2023,Høst
146321,KFK-MAB1-N,Bergen,2024,Høst
146327,MA-KSK,Bergen,2024,Høst
146371,VSKS,Bergen,2023,Høst
146383,MADL,Bergen,2024,Høst
146442,SAMN,Sogndal,2024,Høst
146452,BSYKD,Førde,2024,Høst
146542,KK-VVPB,Bergen,2024,Høst
146595,KFK-NOU2-N,Bergen,2024,Høst
146633,MA-KSK,Bergen,2024,Høst
146650,MASKA,Stord,2021,Høst
146692,KFK-SPB2,Bergen,2024,Høst
146720,MAMLT,Bergen,2024,Høst
146862,VTPHR,Haugesund,2024,Høst
147133,KFK-VEIL,Bergen,2024,Høst
147172,MADL,Haugesund,2023,Høst
147266,MASKA,Førde,2021,Høst
147348,VTPHR,Bergen,2024,Høst
147403,INF-H,Haugesund,2024,Høst
147439,MPUV,Bergen,2024,Vår
147483,VSKS,Bergen,2023,Høst
147678,PPUALMD,Stord,2024,Høst
147731,KFK-NOU1-N,Bergen,2024,Høst
147760,MADL,Haugesund,2023,Høst
147762,EVUFLKI,Stord,2024,Høst
147825,PPUALMD,Stord,2023,Høst
147904,MPUV,Bergen,2024,Vår
147951,MASP,Førde,2023,Høst
147971,MKUF,Bergen,2022,Høst
147985,PHDH,Bergen,2020,Høst
148038,KFK-UTE,Bergen,2024,Høst
148099,O-VBB,Bergen,2024,Høst
148214,BBLD,Bergen,2024,Høst
148236,MA-KSI,Bergen,2022,Høst
148237,MGBBE,Bergen,2021,Høst
148314,MAHEL,Bergen,2024,Høst
148681,MSB,Haugesund,2022,Høst
149021,HSPED,Stord,2023,Høst
149026,KK-ANDR,Bergen,2024,Høst
149063,MPUV,Bergen,2023,Vår
149067,FFRA,Bergen,2024,Høst
149086,KK-BSS,Bergen,2024,Høst
149119,KFK-ENU1-N,Bergen,2024,Høst
149126,HVF,Bergen,2024,Høst
149172,MKUF,Stord,2024,Høst
149181,EVUMFLKI,Bergen,2024,Høst
149366,EVUEFØS,Haugesund,2024,Høst
149402,EVUFHS,Bergen,2024,Høst
149525,EVUEFLKI,Bergen,2024,Høst
149752,PHDE,Bergen,2024,Høst
149752,PHDH,Bergen,2024,Høst
149767,MPUV,Bergen,2022,Vår
149788,PPUYRKD,Bergen,2023,Høst
149840,MKUF,Bergen,2022,Høst
150161,HVF,Bergen,2024,Høst
150379,MASP,Førde,2023,Høst
150434,HMA,Bergen,2024,Vår
150439,KFK-GLSM,Bergen,2024,Høst
150727,EVUFHS,Bergen,2024,Høst
150769,HSPED,Stord,2024,Høst
150769,PHD,Bergen,2019,Høst
151103,MPUV,Bergen,2024,Vår
151139,MAHEL,Bergen,2024,Høst
151167,HSPED,Stord,2023,Høst
151196,MARA,Bergen,2024,Høst
151260,EVUMFLKI,Bergen,2024,Høst
151344,MDIP,Bergen,2024,Vår
151431,KFK-GLSM,Stord,2023,Høst
151470,V-UVNN,Bergen,2024,Høst
